"idnum","uniq_id","year","estratopri","strata","upm","prov1t","q1tb","q2","wt","weight1500","idio2","fs2","it1","l1b","vic1ext","pole2n","aoj11","wvsi2","wvsi3","cses6n","b2","b3","b4","b6","b32","b37","b47a","b21a","b43","ed_usa"
"388",21400000388,2021,"West",4000002021,400038821,"California","1",59,0.96,0.961230755,"0","0","7.5","3","0","7.5","10","0","0","2.5","4","5","4","4","4","5","7","5","4","4-year college degree"
"389",21400000389,2021,"South",4000002021,400038921,"Maryland","1",71,0.8,0.801329315,"1","0","7.5","4","0","7.5","7.5","1","0","2.5","5","4","5","5","3","4","4","5","7","4-year college degree"
"390",21400000390,2021,"Northeast",4000002021,400039021,"New York","0",31,6.33,6.329389572,"1","1","7.5","8","1","10","10","0","1","10","6","7","6","6","4","5","5","6","5","High school graduate"
"391",21400000391,2021,"Northeast",4000002021,400039121,"New York","0",63,1.1,1.103035331,"0","0","7.5","9","0","10","7.5","1","0","5","2","2","7","7","5","2","2","1","7","Some college, but no degree (yet)"
"392",21400000392,2021,"West",4000002021,400039221,"Colorado","0",41,0.57,0.573441863,"0","0","7.5","1","0","7.5","10","0","0","2.5","5","3","3","4","5","5","7","6","4","4-year college degree"
"393",21400000393,2021,"Midwest",4000002021,400039321,"Wisconsin","0",59,0.5,0.495063663,"0","0","5","5","0","7.5","7.5","1","1","5","2","1","4","1","1","1","4","4","6","High school graduate"
"394",21400000394,2021,"West",4000002021,400039421,"Idaho","0",59,0.66,0.664948165,"0","0","7.5","7","0","10","10","1","0","2.5","4","6","5","4","6","1","3","2","7","High school graduate"
"395",21400000395,2021,"South",4000002021,400039521,"South Carolina","1",45,0.82,0.820802152,"0","0","5","1","0","5","7.5","0","0","5","6","6","4","4","2","5","7","6","3","2-year college degree"
"396",21400000396,2021,"Midwest",4000002021,400039621,"North Dakota","1",35,0.84,0.843581676,"1","0","7.5","7","0","7.5","10","1","0","5","4","4","4","6","4","2","4","4","6","2-year college degree"
"397",21400000397,2021,"South",4000002021,400039721,"Kentucky","0",55,1.14,1.13707006,"0","0","7.5","10","0","10","10","1","0","0","3","1","7","7","1","1","1","1","7","4-year college degree"
"398",21400000398,2021,"Midwest",4000002021,400039821,"Michigan","0",63,0.81,0.806122184,"0","0","7.5","2","0","10","10","1","1","5","3","3","4","4","6","5","6","5","4","Some college, but no degree (yet)"
"399",21400000399,2021,"Northeast",4000002021,400039921,"Pennsylvania","1",25,0.37,0.371527642,"1","0","7.5","6","0","7.5","7.5","1","1","5","4","4","3","4","5","2","2","3","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"400",21400000400,2021,"West",4000002021,400040021,"California","0",31,0.68,0.676034689,"0","1","5","8","1","10","7.5","0","1","10","3","3","4","5","4","7","3","3",NA,"4-year college degree"
"401",21400000401,2021,"West",4000002021,400040121,"Colorado","0",63,0.69,0.689406455,"0","0","7.5","9","0","7.5","7.5","1","0","2.5","5","3","5","5","3","1","2","1","7","High school graduate"
"402",21400000402,2021,"South",4000002021,400040221,"Virginia","1",72,1.74,1.73701179,"1","0","7.5","4","0","7.5","7.5","1","0","2.5","4","4","7","7","6","4","7","7","7","Some college, but no degree (yet)"
"403",21400000403,2021,"West",4000002021,400040321,"Idaho","1",60,1.09,1.091222286,"0","0","7.5","10","0","7.5","7.5","0","0","2.5","2","2","5","6","5","1","2","1","7","2-year college degree"
"404",21400000404,2021,"South",4000002021,400040421,"Florida","1",71,0.83,0.834155738,"0","0","5","4","0","7.5","7.5","1","0","2.5","5","5","6","6","6","5","6","6","6","Some college, but no degree (yet)"
"405",21400000405,2021,"Northeast",4000002021,400040521,"New Jersey","1",37,0.92,0.916307747,"0","0","7.5","1","0","5","10","0","1","2.5","4","5","3","3","6","5","7","5","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"406",21400000406,2021,"West",4000002021,400040621,"Montana","1",63,1.01,1.012521267,"0","0","7.5","10","0","7.5","7.5","0","0","7.5","2","4","5","5","5","1","1","1","6","High school graduate"
"407",21400000407,2021,"Midwest",4000002021,400040721,"Michigan","1",64,1.08,1.080452085,"0","0","7.5","10","0","7.5","5","1","0","0","7","2","7","7","3","1","1","1","7","High school graduate"
"408",21400000408,2021,"Northeast",4000002021,400040821,"New Jersey","1",60,0.69,0.693195999,"1","0","5","6","0","5","7.5","0","0","7.5","5","6","3","7","6","2","6","5","5","2-year college degree"
"409",21400000409,2021,"Northeast",4000002021,400040921,"Massachusetts","1",83,1.37,1.36530745,"0","0","7.5","6","0","10","7.5","1","0","5","4","5","4","4","5","4","6","6","7","High school graduate"
"410",21400000410,2021,"Midwest",4000002021,400041021,"Michigan","1",44,0.55,0.545414507,"1","0","7.5","6","0","7.5","10","0","0","5","2","3","4","4","4","1","3","1","4","4-year college degree"
"411",21400000411,2021,"South",4000002021,400041121,"Tennessee","1",36,0.61,0.61101228,"0","0","10","2","0","10","10","1","1","7.5","4","5","5","6","7","4","6","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"412",21400000412,2021,"Northeast",4000002021,400041221,"Pennsylvania","1",58,1.27,1.274409771,"0","0","10","5","0","10","10","0","0","2.5","3","4","2","4","5","1","5","4","3","High school graduate"
"413",21400000413,2021,"South",4000002021,400041321,"North Carolina","0",64,0.49,0.492042094,"0","0","7.5","3","1","5","7.5","1","0","0","2","2","1","3","1","2","3","4","5","Some college, but no degree (yet)"
"414",21400000414,2021,"Northeast",4000002021,400041421,"Pennsylvania","1",53,0.84,0.842358053,"0","0","7.5","5","0","7.5","7.5","1","0","5","4","4","4","4","4","4","4","4","4","High school graduate"
"415",21400000415,2021,"Midwest",4000002021,400041521,"Illinois","1",55,0.37,0.369316727,"1","0","5","9","0","5","5","0","0","10","6","1","6","6","2","4","6","2","7","2-year college degree"
"416",21400000416,2021,"Midwest",4000002021,400041621,"Ohio","1",52,0.84,0.842358053,"0","0","7.5","10","0","7.5","7.5","0","0","7.5","1","4","5","6","4","1","1","1","7","High school graduate"
"417",21400000417,2021,"South",4000002021,400041721,"Texas","1",68,0.5,0.503579676,"0","0","7.5","4","0","7.5","5","1","0","0","7","6","7","6","6","5","6","6","7","2-year college degree"
"418",21400000418,2021,"Midwest",4000002021,400041821,"Missouri","1",62,0.95,0.952008367,"0","1","5","9","0","7.5","10","1","0","2.5","4","3","3","5","4","1","2","1","7","4-year college degree"
"419",21400000419,2021,"West",4000002021,400041921,"California","0",52,0.73,0.725690842,"1","0","7.5","9","1","5","10","0","0","10","3","6","7","7","3","1","5","2","7","4-year college degree"
"420",21400000420,2021,"Midwest",4000002021,400042021,"Michigan","1",44,0.57,0.565487087,"0","1","7.5","7","0","5","5","1","1","5","4","4","4","4","4","4","4","4","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"421",21400000421,2021,"West",4000002021,400042121,"Oregon","0",70,0.76,0.75677228,"0","0","10","1","0","7.5","10","0","0","2.5","6","6","5","6","6","6","7","7","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"422",21400000422,2021,"West",4000002021,400042221,"California","0",40,1.28,1.281628132,"0","0","7.5","3","1","7.5","10","0","0","2.5","4","5","4","6","5","5","7","5","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"423",21400000423,2021,"South",4000002021,400042321,"Texas","1",53,0.67,0.667299867,"0","0","7.5","4","0","5","5","1","0","2.5","5","4","5","4","5","5","6","7","5","2-year college degree"
"424",21400000424,2021,"South",4000002021,400042421,"North Carolina","1",52,0.74,0.740838051,"0","1","7.5","1","1","7.5","10","1","1","10","7","4","6","5","6","4","7","7","7","Did not graduate from high school"
"425",21400000425,2021,"West",4000002021,400042521,"Oregon","1",35,0.55,0.551426411,"1","0","7.5","2","0","2.5","7.5","0","1","5","5","2","3","4","4","5","5","4","3","4-year college degree"
"426",21400000426,2021,"South",4000002021,400042621,"Georgia","1",66,1.23,1.229300976,"0","0","7.5","9","0","10","7.5","0","0","2.5","6","6","7","7","4","1","5","3","7","Some college, but no degree (yet)"
"427",21400000427,2021,"West",4000002021,400042721,"Oregon","1",76,0.8,0.801329315,"0","0","5","1","0","7.5","7.5","0","0","0","3","5","4","4","2","1","6","5","5","4-year college degree"
"428",21400000428,2021,"South",4000002021,400042821,"Florida","1",44,0.97,0.972790003,"0","0","7.5","9","0","10","10","1","0","2.5","4","2","4","6","5","2","2","1","7","High school graduate"
"429",21400000429,2021,"South",4000002021,400042921,"Georgia","0",51,0.42,0.417533696,"0","0","7.5","3","0","7.5","7.5","0","1","10","7","6","6","6","4","2","7","7","7","High school graduate"
"430",21400000430,2021,"West",4000002021,400043021,"Arizona","1",78,1.21,1.212818503,"0","0","10","7","0","7.5","7.5","1","0","7.5","3","2","1","3","5","1","1","1","7","High school graduate"
"431",21400000431,2021,"West",4000002021,400043121,"California","1",41,0.5,0.503995299,"1","0","10","6","0","7.5","10","1","1","0","4","5","5","7","6","5","7","6","No me considero americano","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"432",21400000432,2021,"Midwest",4000002021,400043221,"Wisconsin","1",35,0.6,0.602401614,"0","0","7.5","5","0","7.5","7.5","1","1","2.5","4","4","4","4","4","5","5","4","5","4-year college degree"
"433",21400000433,2021,"South",4000002021,400043321,"Texas","0",60,1.14,1.13707006,"1","0","10","7","0","7.5","10","0","0","7.5","2","3","6","3","6","1","2","2","7","4-year college degree"
"434",21400000434,2021,"Midwest",4000002021,400043421,"Indiana","0",22,3.88,3.883488655,"0","0","7.5","9","1","7.5","7.5","1","0","7.5","6","5","6","7","6","1","2","1","7","Some college, but no degree (yet)"
"435",21400000435,2021,"South",4000002021,400043521,"District of Columbia","1",73,1.74,1.73701179,"0","0","2.5","5","0","5","2.5","1","1","5","1","3","5","4","5","4","7","5","7","Some college, but no degree (yet)"
"436",21400000436,2021,"South",4000002021,400043621,"Texas","1",41,0.72,0.71519351,"0","1","5","6","0","7.5","7.5","1","0","5","6","5","7","6","5","5","6","5","7","Some college, but no degree (yet)"
"437",21400000437,2021,"South",4000002021,400043721,"Virginia","1",63,0.96,0.961230755,"0","0","10","2","0","7.5","10","1","0","0","4","4","4","6","5","5","7","6","5","4-year college degree"
"438",21400000438,2021,"West",4000002021,400043821,"Arizona","0",60,1.14,1.135837555,"1","0","2.5","4","0","2.5","7.5","0","0","7.5","4","3","4","5","2","3","6","5","4","4-year college degree"
"439",21400000439,2021,"Northeast",4000002021,400043921,"New York","0",37,1.02,1.02393043,"0","1","5","8","1","7.5","7.5","0","1","7.5","5","4","5","4","4","4","5","4","4","4-year college degree"
"440",21400000440,2021,"South",4000002021,400044021,"Florida","1",32,0.71,0.708559811,"0","0","7.5","7","0","7.5","7.5","1","1","5","4","5","6","5","5","3","4","3","7","2-year college degree"
"441",21400000441,2021,"Northeast",4000002021,400044121,"Massachusetts","0",76,1,1.003076792,"0","0","7.5","10","0","10","10","1","1","10","2","2","7","2","3","1","1","1","7","High school graduate"
"442",21400000442,2021,"South",4000002021,400044221,"West Virginia","1",66,0.82,0.817541122,"0","1","2.5","10","1","2.5","2.5","1","0","7.5","1","1","1","1","1","1","1","1","1","High school graduate"
"443",21400000443,2021,"Northeast",4000002021,400044321,"New York","0",70,1.82,1.816016793,"0","1","5","5","0","5","7.5","1","0","0","7","6","6","6","4","5","6","6","6","2-year college degree"
"444",21400000444,2021,"Northeast",4000002021,400044421,"New Jersey","1",70,0.87,0.866527081,"0","0","10","4","0","7.5","7.5","1","0","7.5","4","5","5","6","5","3","5","6","7","Some college, but no degree (yet)"
"445",21400000445,2021,"South",4000002021,400044521,"North Carolina","0",66,0.94,0.94153893,"0","0","7.5","6","0","10","10","1","0","5","4","1","4","3","1","1","1","1","6","High school graduate"
"446",21400000446,2021,"South",4000002021,400044621,"Florida","1",61,0.59,0.586709678,"0","1","5","5","1","5","7.5","1","1","5","7","1","3","7","2","5","7","7","3","Some college, but no degree (yet)"
"447",21400000447,2021,"Northeast",4000002021,400044721,"Vermont","0",57,0.69,0.685283482,"1","0","10","3","0","7.5","10","0","0","0","5","5","5","6","7","5","7","7","4","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"448",21400000448,2021,"Midwest",4000002021,400044821,"Illinois","0",23,0.64,0.643049717,"0","0","7.5","1","0","5","10","1","1","5","2","5","2","4","4","3","7","3","1","4-year college degree"
"449",21400000449,2021,"Midwest",4000002021,400044921,"Illinois","1",67,1.64,1.643930316,"0","0","7.5","5","0","7.5","7.5","1","0","5","4","4","3","3",NA,"4","5","7","7","Did not graduate from high school"
"450",21400000450,2021,"Northeast",4000002021,400045021,"New York","1",57,0.84,0.842358053,"0","0","7.5","5","0","10","7.5","1","0","5","6","5","5","5","5","5","5","5","6","High school graduate"
"451",21400000451,2021,"Northeast",4000002021,400045121,"Maine","0",27,3.52,3.519853115,"0","0","2.5","5","0","7.5","5","1","0","5","4","4","4","4","4","1","1","1","4","Some college, but no degree (yet)"
"452",21400000452,2021,"Northeast",4000002021,400045221,"New York","1",62,0.71,0.710006118,"0","0","7.5","5","0","7.5","10","1","0","5","6","6","5","5","5","4","6","7","7","High school graduate"
"453",21400000453,2021,"West",4000002021,400045321,"California","0",55,0.82,0.821202099,"1","0","7.5","8","0","10","10","0","1","7.5","5","5","5","5","5","4","5","5","5","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"454",21400000454,2021,"Northeast",4000002021,400045421,"Pennsylvania","1",82,0.95,0.95001179,"0","0","7.5","10","0","7.5","10","1","1","7.5","4","4","3","3","4","3","4","4","7","High school graduate"
"455",21400000455,2021,"Midwest",4000002021,400045521,"Wisconsin","1",80,0.21,0.210734844,"0","0","7.5","10","0","2.5","7.5","1","0","5","4","1","7","6","3","4","7","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"456",21400000456,2021,"South",4000002021,400045621,"Tennessee","1",44,0.64,0.642993748,"0","0","5","1","0","2.5","10","1","1","5","3","2","4","3","1","1","3","4","7","High school graduate"
"457",21400000457,2021,"South",4000002021,400045721,"North Carolina","1",62,1.01,1.012521267,"0","0","7.5","8","0","10","10","1","0","5","6","2","6","6","5","1","3","1","6","High school graduate"
"458",21400000458,2021,"Midwest",4000002021,400045821,"Illinois","1",62,0.9,0.898323953,"0","0","7.5","5","0","7.5","7.5","0","0","10","6","7","7","6","5","3","5","6","7","High school graduate"
"459",21400000459,2021,"Northeast",4000002021,400045921,"New York","1",39,2.76,2.755607128,"0","0","7.5","8","0","7.5","10","1","0","5","4","4","4","5","5","2","4","2","4","Did not graduate from high school"
"460",21400000460,2021,"Midwest",4000002021,400046021,"Illinois","0",45,0.71,0.705316484,"0","0","10","5","0","10","10","0","0","5","7","7","7","7","7","7","7","7","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"461",21400000461,2021,"Northeast",4000002021,400046121,"New York","0",53,0.94,0.937688947,"0","0","7.5","6","0","10","10","0","0","0","2","7","7","7","5","1","5","1","7","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"462",21400000462,2021,"Midwest",4000002021,400046221,"Ohio","1",64,0.96,0.961230755,"0","0","10","5","0","10","10","1","0","2.5","3","2","3","7","4","5","7","7","5","4-year college degree"
"463",21400000463,2021,"Northeast",4000002021,400046321,"New York","1",69,1.44,1.43727994,"0","0","7.5","10","0","7.5","7.5","1","1","2.5","7","2","7","7","7","1","3","1","7","High school graduate"
"464",21400000464,2021,"West",4000002021,400046421,"California","0",62,0.64,0.635556102,"0","0","7.5","10","0","7.5","7.5","1","0","5","6","6","6","7","7","7","7","7","7","4-year college degree"
"465",21400000465,2021,"West",4000002021,400046521,"Nevada","1",44,0.72,0.71519351,"0","0","2.5","5","0","2.5","2.5","1","0","0","3","1","2","1","1","1","1","1","2","2-year college degree"
"466",21400000466,2021,"South",4000002021,400046621,"Kentucky","0",42,0.57,0.573441863,"0","0","7.5","3","0","7.5","10","0","0","0","6","6","6","7","5","6","6","6","5","4-year college degree"
"467",21400000467,2021,"Midwest",4000002021,400046721,"Illinois","1",34,0.55,0.552619398,"0","0","7.5","8","0","10","5","0","0","0","4","7","5","4","1","1","2","1","3","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)"
"468",21400000468,2021,"Midwest",4000002021,400046821,"Illinois","1",63,0.82,0.820802152,"0","0","7.5","3","0","10","10","1","0","2.5","4","6","6","6","6","5","7","5","7","Some college, but no degree (yet)"
"469",21400000469,2021,"West",4000002021,400046921,"California","1",88,0.8,0.801329315,"0","0","7.5","4","0","7.5","7.5","1","1","2.5","4","4","5","5","2","4","6","6","6","4-year college degree"
"470",21400000470,2021,"South",4000002021,400047021,"Virginia","0",55,0.78,0.77752316,"1","0","7.5","2","0","10","10","1","0","2.5","6","5","7","7","6","2","7","6","7","2-year college degree"
"471",21400000471,2021,"South",4000002021,400047121,"Kentucky","1",60,0.96,0.961230755,"1","0","7.5","2","0","7.5","7.5","1","1","5","2","2","2","2","3","4","5","5","4","4-year college degree"
"472",21400000472,2021,"Midwest",4000002021,400047221,"Michigan","0",53,1.39,1.388335228,"0","0","7.5","9","0","10","10","0","0","7.5","2","3","5","4","6","2","3","1","7","Some college, but no degree (yet)"
"473",21400000473,2021,"Northeast",4000002021,400047321,"New Jersey","1",60,1.36,1.363652706,"0","0","7.5","7","0","7.5","10","1","1","5","4","3","5","5","5","2","4","2","6","4-year college degree"
"474",21400000474,2021,"Northeast",4000002021,400047421,"New Jersey","1",63,0.9,0.898323953,"0","0","7.5","3","0","7.5","7.5",NA,"0","2.5","5","5","4","6","5","5","6","5","5","High school graduate"
